system,path,name,size,attrhex,attrstr,created,accessed,modified,companyname,filedescription,fileversion,internalname,legalcopyright,originalfilename,productname,productversion,cert_exists,cert_verified,cert_result,cert_comment,cert_signer,cert_type,md5,sha1,sha256
"CrowdResponse","C:\Windows\system32\","lsmproxy.dll","47616","0x20","ARCHIVE","2022-10-12T02:46:19Z","2022-10-12T03:21:12Z","2022-10-12T02:46:19Z","Microsoft Corporation","LSM interfaces proxy Dll","10.0.19041.2075 (WinBuild.160101.0800)","lsmproxy","&#169; Microsoft Corporation. All rights reserved.","lsmproxy.dll","Microsoft&#174; Windows&#174; Operating System","10.0.19041.2075","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","fd66fb0b14c5ab0063ec03fa7c070503","4577026fa7368b2904b13ff3f5b9fa5444110af7","8f32474d1c2b69157b26e4d962b5eb7e79298694b57ed08cf829c9c8b20455af"
"CrowdResponse","C:\Windows\system32\","lstelemetry.dll","26624","0x20","ARCHIVE","2022-08-05T09:26:32Z","2022-10-18T03:11:17Z","2022-08-05T09:26:32Z","Microsoft Corporation","Microsoft\Remote Desktop Licensing Telemetry","10.0.19041.153 (WinBuild.160101.0800)","lstelemetry.dll","&#169; Microsoft Corporation. All rights reserved.","lstelemetry.dll","Microsoft&#174; Windows&#174; Operating System","10.0.19041.153","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","e0606466ca94c6e302d9cd94c4bf00cd","6e78433a7a2908b69154ecf0fbd10b3a1936f54a","d6b4e49c5ad0cff054d234cfe8ba491def27f81607f1d4187c4fa8d4415a8f2a"
"CrowdResponse","C:\Windows\system32\","luainstall.dll","69944","0x20","ARCHIVE","2022-08-05T09:26:37Z","2022-10-13T03:11:47Z","2022-08-05T09:26:37Z","Microsoft Corporation","Lua manifest install","10.0.19041.746 (WinBuild.160101.0800)","luainstall.dll","&#169; Microsoft Corporation. All rights reserved.","luainstall.dll","Microsoft&#174; Windows&#174; Operating System","10.0.19041.746","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Embedded","12e966a60963ef52cda81c18d4d03938","382653b81fb94ec2f2e2b281078bd0c07ecf03d6","a2d362bd01d0c5c239df5e3d0040407ce0b4b7b5bdcd6c3d7ce9f4e7af3670bf"
"CrowdResponse","C:\Windows\system32\","luiapi.dll","35840","0x20","ARCHIVE","2019-12-07T09:08:05Z","2022-10-13T03:11:47Z","2019-12-07T09:08:05Z","Microsoft Corporation","LUI API","10.0.19041.1 (WinBuild.160101.0800)","luiapi.dll","&#169; Microsoft Corporation. All rights reserved.","luiapi.dll","Microsoft&#174; Windows&#174; Operating System","10.0.19041.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","5eb5a6d8216c28ff0283468ca2856710","c6313b85e3b91177d1db613047fe638cc3c76970","4d4f7ad72ba24d2e1f99e6217419489b6f3a96cbe7548b3346a3fd3c63fe1c91"
"CrowdResponse","C:\Windows\system32\","lz32.dll","3072","0x20","ARCHIVE","2019-12-07T09:08:52Z","2022-10-13T03:11:47Z","2019-12-07T09:08:52Z","Microsoft Corporation","LZ Expand/Compress API DLL","5.00 (WinBuild.160101.0800)","lz32","&#169; Microsoft Corporation. All rights reserved.","LZ32.DLL","Microsoft&#174; Windows&#174; Operating System","5.00","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","a244f50c3a6b09e3067aeb839d29484b","a9b4b0d9f6eac80f4df5eed04a830015b132e77e","a8f6dd4694023a7c21261c6b453c66885941054cd59e93729c94f320c2cd4ffd"
"CrowdResponse","C:\Windows\system32\","Magnification.dll","52736","0x20","ARCHIVE","2019-12-07T09:08:43Z","2022-10-13T03:11:47Z","2019-12-07T09:08:43Z","Microsoft Corporation","Microsoft Magnification API","10.0.19041.1 (WinBuild.160101.0800)","magnification.dll","&#169; Microsoft Corporation. All rights reserved.","magnification.dll.mui","Microsoft&#174; Windows&#174; Operating System","10.0.19041.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","020c2b9c599720e1e9114ca8e7e9270c","3fa885b12c95c4a7607ede7db821c728e9d20b57","16001c3e9bec1ebf0a77273d07e6024a53b27a73cef8f1c1a23e2564b42b4b04"
"CrowdResponse","C:\Windows\system32\","Magnify.exe","650752","0x20","ARCHIVE","2022-08-05T09:27:11Z","2022-10-13T03:11:47Z","2022-08-05T09:27:11Z","Microsoft Corporation","Microsoft Screen Magnifier","10.0.19041.1 (WinBuild.160101.0800)","ScreenMagnifier.exe","&#169; Microsoft Corporation. All rights reserved.","ScreenMagnifier.exe.mui","Microsoft&#174; Windows&#174; Operating System","10.0.19041.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","7900f284e2839378ca5fb862d1bf3960","27baa66abf262c29c130fd6c5b184c6503e7b367","156b5e5eeffe8cf05a4c6de807fa969b67f8f3f3e9119b78ca2993ba2a511831"
"CrowdResponse","C:\Windows\system32\","MaintenanceUI.dll","117248","0x20","ARCHIVE","2022-08-05T09:27:24Z","2022-10-13T03:11:47Z","2022-08-05T09:27:24Z","Microsoft Corporation","Maintenance Settings Control Panel","10.0.19041.1 (WinBuild.160101.0800)","MaintenanceUI","&#169; Microsoft Corporation. All rights reserved.","MaintenanceUI.DLL.MUI","Microsoft&#174; Windows&#174; Operating System","10.0.19041.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","11fc8ca102cdebd5c350a7d538d3427a","05536549790582769bbc1940875bedfc4cf2b87c","45d0066e0a77e4b83c683ff476d37945be1aacb5daffb02bfefbd9728dac076b"
"CrowdResponse","C:\Windows\system32\","makecab.exe","86528","0x20","ARCHIVE","2019-12-07T09:08:46Z","2022-10-14T11:11:11Z","2019-12-07T09:08:46Z","Microsoft Corporation","Microsoft&#174; Cabinet Maker","5.00 (WinBuild.160101.0800)","makecab.exe","&#169; Microsoft Corporation. All rights reserved.","makecab.exe","Microsoft&#174; Windows&#174; Operating System","5.00","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","ff47e32b1b45d1de2ecc39107b365563","a8b93562abc7f0d7252ee9a01e335a3fcecdd30b","ba31ad8eca19c5fe03f6a5c64c8e0adfc7bd8d04b1f4e1c11d167467fd5261e9"
"CrowdResponse","C:\Windows\system32\","manage-bde.exe","227328","0x20","ARCHIVE","2019-12-07T09:10:39Z","2022-10-18T15:02:59Z","2019-12-07T09:52:16Z","Microsoft Corporation","BitLocker Drive Encryption: Configuration Tool","10.0.19041.1 (WinBuild.160101.0800)","manage-bde.exe","&#169; Microsoft Corporation. All rights reserved.","manage-bde.exe.mui","Microsoft&#174; Windows&#174; Operating System","10.0.19041.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","84021d418863a3e530d2e3f65f5d154c","4eee495d9121cb6bb510a1298e209b175454b1ad","38f20a75e04bb9a53c563152a90a5b29ab689aff58d6abd3e005d156ee4e4c73"
"CrowdResponse","C:\Windows\system32\","ManageCI.dll","215040","0x20","ARCHIVE","2022-08-05T09:26:33Z","2022-10-13T03:11:47Z","2022-08-05T09:26:33Z","Microsoft Corporation","Code Integrity Management Interface","10.0.19041.1 (WinBuild.160101.0800)","ManageCI.dll","&#169; Microsoft Corporation. All rights reserved.","ManageCI.dll.mui","Microsoft&#174; Windows&#174; Operating System","10.0.19041.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","598a7971584adc125887f813865d246d","d5108d2101da60851c7c5748aa882a7a91fb3bc3","99f066bc96fb4aa5908a22d60608f5f518573cf1d8f18d77d57d8ed178a2bf7d"
"CrowdResponse","C:\Windows\system32\","MapConfiguration.dll","542208","0x20","ARCHIVE","2022-08-05T09:27:00Z","2022-10-13T03:11:47Z","2022-08-05T09:27:00Z","Microsoft Corporation","MapConfiguration","10.0.19041.746 (WinBuild.160101.0800)","MapConfiguration.dll","&#169; Microsoft Corporation. All rights reserved.","MapConfiguration.dll","Microsoft&#174; Windows&#174; Operating System","10.0.19041.746","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","7bdca932b08016bc63a4f0132124bf5b","58d626a04caa48853ee6088eae0702bbcfeeaa9d","6626edf8ed35d62b0e429090d3006850a4b93462d7f47268ece69b40545e4bcc"
"CrowdResponse","C:\Windows\system32\","MapControlCore.dll","229888","0x20","ARCHIVE","2022-08-05T09:27:00Z","2022-10-18T03:11:34Z","2022-08-05T09:27:00Z","Microsoft Corporation","Map Control Core","10.0.19041.84 (WinBuild.160101.0800)","MapControlCore.dll","&#169; Microsoft Corporation. All rights reserved.","MapControlCore.dll","Microsoft&#174; Windows&#174; Operating System","10.0.19041.84","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","5acbd9178e17394b2728dc82bca3cbd3","f060d5dcdfdaa95b06b7a5712ff2374dd722fde4","667d4218b3ef2597355d872c916a8d32db0d5125a179ab607abcabe4f70d201d"
"CrowdResponse","C:\Windows\system32\","MapControlStringsRes.dll","2560","0x20","ARCHIVE","2019-12-07T09:08:27Z","2022-10-13T03:11:47Z","2019-12-07T09:08:27Z","Microsoft Corporation","Map control resource strings","10.0.19041.1 (WinBuild.160101.0800)","MapControlStringsRes.dll","&#169; Microsoft Corporation. All rights reserved.","MapControlStringsRes.dll.mui","Microsoft&#174; Windows&#174; Operating System","10.0.19041.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","751b20887f8cd4c7dbe60c884406e684","e431e49afae48d4f99312cdfcd0d28fc028bf5c0","66c2cf82e04f7ade1c3dec195f1260ac88fd23890e755263fc6100a8a293b048"
"CrowdResponse","C:\Windows\system32\","MapGeocoder.dll","2632192","0x20","ARCHIVE","2022-08-05T09:27:00Z","2022-10-13T03:11:47Z","2022-08-05T09:27:00Z","Microsoft Corporation","Maps Geocoder","10.0.19041.1806 (WinBuild.160101.0800)","MapGeocoder.dll","&#169; Microsoft Corporation. All rights reserved.","MapGeocoder.dll","Microsoft&#174; Windows&#174; Operating System","10.0.19041.1806","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","58731e644cc174d39c337919b88dd797","9dd86ee7cd50cfe22118b009c9a509ccc5828c37","4ce1b7ccc1f86a1f86ebcfb49c438290baf3f3d0c405038f6efa353f9783c3de"
"CrowdResponse","C:\Windows\system32\","mapi32.dll","159744","0x20","ARCHIVE","2022-08-05T09:27:33Z","2022-10-13T03:11:47Z","2022-08-05T09:27:33Z","Microsoft Corporation","Extended MAPI 1.0 for Windows NT","1.0.2536.0 (WinBuild.160101.0800)","MAPI32","&#169; Microsoft Corporation. All rights reserved.","MAPI32.DLL.MUI","Microsoft&#174; Windows&#174; Operating System","10.0.19041.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","38b93dd0a29e44f8a8a7f0ad8df43648","48c32e8c7ed46594b66f75079902f6c39a36249b","468800f7ae5efafa8b2feedc27395ad71f4876f8b3d6b6f181324c887b46668c"
"CrowdResponse","C:\Windows\system32\","mapistub.dll","159744","0x20","ARCHIVE","2022-08-05T09:27:33Z","2022-10-18T03:11:29Z","2022-08-05T09:27:33Z","Microsoft Corporation","Extended MAPI 1.0 for Windows NT","1.0.2536.0 (WinBuild.160101.0800)","MAPI32","&#169; Microsoft Corporation. All rights reserved.","MAPI32.DLL.MUI","Microsoft&#174; Windows&#174; Operating System","10.0.19041.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","38b93dd0a29e44f8a8a7f0ad8df43648","48c32e8c7ed46594b66f75079902f6c39a36249b","468800f7ae5efafa8b2feedc27395ad71f4876f8b3d6b6f181324c887b46668c"
"CrowdResponse","C:\Windows\system32\","MapRouter.dll","3182080","0x20","ARCHIVE","2022-08-05T09:27:00Z","2022-10-13T03:11:47Z","2022-08-05T09:27:00Z","Microsoft Corporation","Maps Router","10.0.19041.1865 (WinBuild.160101.0800)","MapRouter.dll","&#169; Microsoft Corporation. All rights reserved.","MapRouter.dll","Microsoft&#174; Windows&#174; Operating System","10.0.19041.1865","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","478505dd0f822b8dc49ad47d27c14502","b19b89736bfb4ad42a5a128d98df753693070b80","a79a22724eb861ba40ad48906709ace41f37f6a319746354e15b17d31ddd8378"
"CrowdResponse","C:\Windows\system32\","MapsBtSvc.dll","130048","0x20","ARCHIVE","2022-08-05T09:27:00Z","2022-10-13T03:11:47Z","2022-08-05T09:27:00Z","Microsoft Corporation","Maps Background Transfer Service","10.0.19041.746 (WinBuild.160101.0800)","MapsBtSvc.dll","&#169; Microsoft Corporation. All rights reserved.","MapsBtSvc.dll","Microsoft&#174; Windows&#174; Operating System","10.0.19041.746","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","31364d7636d8d62b5722f6fd88701677","e05914c342b66847862a8f6c5174c3d032dc84dc","fce54b608d2394e155eff15382a812d10804dabb10d91353b5c0743a41289a68"
"CrowdResponse","C:\Windows\system32\","MapsBtSvcProxy.dll","15360","0x20","ARCHIVE","2019-12-07T09:08:27Z","2022-10-13T03:11:47Z","2019-12-07T09:08:27Z","Microsoft Corporation","Maps Background Transfer Service proxy","10.0.19041.1 (WinBuild.160101.0800)","MapsBtSvcProxy.dll","&#169; Microsoft Corporation. All rights reserved.","MapsBtSvcProxy.dll","Microsoft&#174; Windows&#174; Operating System","10.0.19041.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","d12e1e1acef048adf08652e89bdd5c7a","358ff2f152afedd38fa00368a9e0f55eb5ccba49","2c8794354b91d360d7b251e5b5a47a1b91fd878567da6e27bddc7b1f4010fa97"
"CrowdResponse","C:\Windows\system32\","MapsCSP.dll","98816","0x20","ARCHIVE","2022-08-05T09:27:00Z","2022-10-18T03:11:29Z","2022-08-05T09:27:00Z","Microsoft Corporation","MapsCSP","10.0.19041.746 (WinBuild.160101.0800)","MapsCSP","&#169; Microsoft Corporation. All rights reserved.","MapsCSP.dll","Microsoft&#174; Windows&#174; Operating System","10.0.19041.746","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","e5537407d77249d092a1a301869e85d8","f058a8dded65332f74d37d5c221cb87711ab2999","16c2b8d8b18e823645ede30f876087aa1cc9c521ce8374c247c1446e91ff677b"
"CrowdResponse","C:\Windows\system32\","MapsStore.dll","1132544","0x20","ARCHIVE","2022-08-05T09:27:00Z","2022-10-13T03:11:47Z","2022-08-05T09:27:00Z","Microsoft Corporation","Maps Store Dll","10.0.19041.746 (WinBuild.160101.0800)","MapsStore.dll","&#169; Microsoft Corporation. All rights reserved.","MapsStore.dll","Microsoft&#174; Windows&#174; Operating System","10.0.19041.746","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","477e36557d792604b6a492d7a0d1e34b","0371b47d8457b0441c6fdcbca5446e49e7f4cf98","8cc4513f83332c041b9247a45a0f82749606353cb3aa37f830924f026d7f59c0"
"CrowdResponse","C:\Windows\system32\","mapstoasttask.dll","53760","0x20","ARCHIVE","2019-12-07T09:08:28Z","2022-10-18T15:02:36Z","2019-12-07T09:08:28Z","Microsoft Corporation","MapsToastTask Task","10.0.19041.1 (WinBuild.160101.0800)","MapsToastTask","&#169; Microsoft Corporation. All rights reserved.","MapsToastTask.dll.mui","Microsoft&#174; Windows&#174; Operating System","10.0.19041.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","655219eb003ac58022648909fc98f265","32250babbab53d4cb5afd2c44c637d1a2246c4a4","bb41aea09a898762d2485c901765882c40c15584129d07db3d8df10286a4332c"
"CrowdResponse","C:\Windows\system32\","mapsupdatetask.dll","45568","0x20","ARCHIVE","2019-12-07T09:08:28Z","2022-10-18T15:02:37Z","2019-12-07T09:08:28Z","Microsoft Corporation","MapsUpdateTask Task","10.0.19041.1 (WinBuild.160101.0800)","MapsUpdateTask","&#169; Microsoft Corporation. All rights reserved.","MapsUpdateTask.dll.mui","Microsoft&#174; Windows&#174; Operating System","10.0.19041.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","8a3182e43bdc6777494ac997439c0c2b","baea705dafa031b7adb750a8c49bf4acff1f8ffb","04be9fa167eccc7bd42e46af26d78d711150cebab305f0741b8a858314d53d2d"
"CrowdResponse","C:\Windows\system32\","mavinject.exe","183640","0x20","ARCHIVE","2022-09-15T02:54:40Z","2022-10-18T03:11:34Z","2022-09-15T02:54:40Z","Microsoft Corporation","Microsoft Application Virtualization Injector","10.0.19041.1949 (WinBuild.160101.0800)","mavinject64.exe","&#169; Microsoft Corporation. All rights reserved.","mavinject64.exe","Microsoft&#174; Windows&#174; Operating System","10.0.19041.1949","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Embedded","f4d4101c56daeec55a0a621afb21e747","fd000fbbe4d2cb6f10964cf50535b1c8ed87bd96","08017d3962b4b1aaa772a4b1d87507a7a39f7003ac5b7ea83383310bfc71f9d1"
"CrowdResponse","C:\Windows\system32\","MbaeApi.dll","916480","0x20","ARCHIVE","2022-08-05T09:27:01Z","2022-10-18T03:11:26Z","2022-08-05T09:27:01Z","Microsoft Corporation","Mobile Broadband Account Experience API","10.0.19041.1 (WinBuild.160101.0800)","MBAE API","&#169; Microsoft Corporation. All rights reserved.","MbaeApi.dll.mui","Microsoft&#174; Windows&#174; Operating System","10.0.19041.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","ef615f4e574e541ae4717bdd51cf6e32","f1e1a4f0f296bf86833d8dacea089e409e62f9c4","2cd64de128e5b59a1a9e70d2f2ab1dc1f7f649f9255677a1e31d8b499bc282cf"
"CrowdResponse","C:\Windows\system32\","MbaeApiPublic.dll","1201152","0x20","ARCHIVE","2022-08-05T09:27:01Z","2022-10-17T12:33:39Z","2022-08-05T09:27:01Z","Microsoft Corporation","Mobile Broadband Account API","10.0.19041.1620 (WinBuild.160101.0800)","Mobile Broadband Account API","&#169; Microsoft Corporation. All rights reserved.","MobileBroadbandAccountApi.dll","Microsoft&#174; Windows&#174; Operating System","10.0.19041.1620","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","bc6196dd2c1de75faf9397d9097a4652","a2c5c7522dd677776e99303e90358e00a47e196d","8fa2d0b0960ae1b308409beace4fdae3e745e4c4ea3fd14b37d5c9c2c8455245"
"CrowdResponse","C:\Windows\system32\","MbaeParserTask.exe","119296","0x20","ARCHIVE","2019-12-07T09:09:44Z","2022-10-18T15:02:37Z","2019-12-07T09:09:44Z","Microsoft Corporation","Mobile Broadband Account Experience Parser Task","10.0.19041.1 (WinBuild.160101.0800)","MBAE Parser Task","&#169; Microsoft Corporation. All rights reserved.","MbaeParserTask.exe.mui","Microsoft&#174; Windows&#174; Operating System","10.0.19041.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","d8728cc5e5d3cb8a04972d2e0c21ee3a","45986fac70a9a20fe8798c042df325f1631e8dd8","e7ec0402b1fb18e41a6ae0f88464d0e07f314fbb418c93771ca94eb0ec60d4ec"
"CrowdResponse","C:\Windows\system32\","MbaeXmlParser.dll","51712","0x20","ARCHIVE","2019-12-07T09:09:44Z","2022-10-13T03:11:47Z","2019-12-07T09:09:44Z","Microsoft Corporation","Mobile Broadband Account Experience Parser","10.0.19041.1 (WinBuild.160101.0800)","MbaeXmlParser.dll","&#169; Microsoft Corporation. All rights reserved.","MbaeXmlParser.dll","Microsoft&#174; Windows&#174; Operating System","10.0.19041.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","84743a5e88abeed374ce921139b255b4","c07146c56259fa74054cc19373be43e4e1362d38","d793f95e7c8fe95f0f281df7ec687aa78349c863c24c6efec4ee7c54c7dd306b"
"CrowdResponse","C:\Windows\system32\","mblctr.exe","808960","0x20","ARCHIVE","2019-12-07T09:09:44Z","2022-10-13T03:11:47Z","2019-12-07T09:09:44Z","Microsoft Corporation","Windows Mobility Center","10.0.19041.1 (WinBuild.160101.0800)","MBLCTR.EXE","Copyright (C) Microsoft. All rights reserved.","MBLCTR.EXE.MUI","Microsoft&#174; Windows&#174; Operating System","10.0.19041.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","d3db14eabb2679e08020bcd0c96fa9f6","578dca7aad29409634064579d269e61e1f07d9dd","3baa1dc0756ebb0c2c70a31be7147863d8d8ba056c1aa7f979307f8790d1ff69"
"CrowdResponse","C:\Windows\system32\","MBMediaManager.dll","747008","0x20","ARCHIVE","2022-08-05T09:27:06Z","2022-10-18T15:02:40Z","2022-08-05T09:27:06Z","Microsoft Corporation","Windows MB Media Manager DLL","10.0.19041.1 (WinBuild.160101.0800)","Windows MB Media Manager DLL","&#169; Microsoft Corporation. All rights reserved.","MBMediaManager.dll.mui","Microsoft&#174; Windows&#174; Operating System","10.0.19041.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","2e59c2cbedd2a2170f4c067fa4ecff58","46881a32c138c2086aefab967a630caa61a11336","3665cc74cd5ad027d5e3ad6debf966637f32bb48c021900ebab38ffea447bc84"
"CrowdResponse","C:\Windows\system32\","MBR2GPT.EXE","1164288","0x20","ARCHIVE","2022-08-05T09:27:34Z","2022-10-13T03:11:47Z","2022-08-05T09:27:34Z","","","","","","","","","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","4bfd587c99fe34eea0e74622c798b3be","39309fc62dadffb36a6ee75de6194121be206728","5a54bb94f6756deafc0bf25c9eca4e9dea00ddc3af293479bc7c3380f1be30ea"
"CrowdResponse","C:\Windows\system32\","mbsmsapi.dll","686592","0x20","ARCHIVE","2022-08-05T09:27:01Z","2022-10-13T03:11:47Z","2022-08-05T09:27:01Z","Microsoft Corporation","Microsoft Windows Mobile Broadband SMS API","10.0.19041.1052 (WinBuild.160101.0800)","Microsoft Windows Mobile Broadband SMS API","&#169; Microsoft Corporation. All rights reserved.","MbSmsApi.dll","Microsoft&#174; Windows&#174; Operating System","10.0.19041.1052","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","3c478a4efee734b7c3f32e1132307b1d","455de39a1c110bdf639ce448a6f3215b6539f5ac","eba8dc29ef0a14acd7f0f24bc807cc944d15afd28d848bd65ac1f598952adc7d"
"CrowdResponse","C:\Windows\system32\","mbussdapi.dll","89600","0x20","ARCHIVE","2022-08-05T09:27:01Z","2022-10-13T03:11:47Z","2022-08-05T09:27:01Z","Microsoft Corporation","Microsoft Windows Mobile Broadband USSD API","10.0.19041.746 (WinBuild.160101.0800)","Microsoft Windows Mobile Broadband USSD API","&#169; Microsoft Corporation. All rights reserved.","MbUssdApi.dll","Microsoft&#174; Windows&#174; Operating System","10.0.19041.746","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","579450b99f19d39a9502e306328c9bc4","e5f09d2b8aa8ee50fff49a97954745d17c91bbdc","d7a9d5a641b5a06b2aef59282c90b044cac33b75c76555bdaee82c82219dab57"
"CrowdResponse","C:\Windows\system32\","mcbuilder.exe","94208","0x20","ARCHIVE","2019-12-07T09:08:58Z","2022-10-13T03:11:47Z","2019-12-07T09:08:58Z","Microsoft Corporation","Resource cache builder tool","10.0.19041.1 (WinBuild.160101.0800)","mcbuilder","&#169; Microsoft Corporation. All rights reserved.","mcbuilder.exe","Microsoft&#174; Windows&#174; Operating System","10.0.19041.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","9ee06f45cf8d8154fa53bc0b0397e2d2","2cd73f065f259027610bf59b4dd6448e90c5104a","b139d09d95e5a1de02a00324054fd3db7d7e874e881c2420441f2576496f8695"
"CrowdResponse","C:\Windows\system32\","MCCSEngineShared.dll","177664","0x20","ARCHIVE","2022-08-05T09:28:32Z","2022-10-18T03:11:44Z","2022-08-05T09:28:32Z","Microsoft Corporation","Utilies shared among OneSync engines","10.0.19041.1 (WinBuild.160101.0800)","EngineShared","&#169; Microsoft Corporation. All rights reserved.","EngineShared.dll.mui","Microsoft&#174; Windows&#174; Operating System","10.0.19041.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","e5016952bffa9d87c1702e58b7762515","2c6363a618cb25451b0a98889fa941204cc3f793","e65e215aeb8d5cd186a72743bcebe2a36b73778daf67fd4e2013b3c58c6c1578"
"CrowdResponse","C:\Windows\system32\","MCCSPal.dll","31744","0x20","ARCHIVE","2019-12-07T09:51:25Z","2022-10-18T03:11:32Z","2019-12-06T16:35:00Z","Microsoft Corporation","Platform abstraction layer dll for MCCS","10.0.19041.1 (WinBuild.160101.0800)","MCCSPal","&#169; Microsoft Corporation. All rights reserved.","MCCSPal.dll","Microsoft&#174; Windows&#174; Operating System","10.0.19041.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","e1c215b704cfb861f11e81364484ea49","3cd242c715e0743d17277265d811d1cb2e972576","71d807de5c25cbd81fc62be785c33f40be23905788db372c083b87ad55d9c606"
"CrowdResponse","C:\Windows\system32\","mciavi32.dll","103936","0x20","ARCHIVE","2019-12-07T09:09:47Z","2022-10-13T03:11:47Z","2019-12-07T09:09:47Z","Microsoft Corporation","Video For Windows MCI driver","10.0.19041.1 (WinBuild.160101.0800)","mciavi32.dll","&#169; Microsoft Corporation. All rights reserved.","mciavi32.dll.mui","Microsoft&#174; Windows&#174; Operating System","10.0.19041.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","e9944f49dfaa4d580ddfbd676d61d397","6f9e0bfec72657355ee400c71668779ee41b5ba6","30317e32d7f5e36ad2674353a198f5b2760ff121c40cc0cf11be0cf9729fadb5"
"CrowdResponse","C:\Windows\system32\","mcicda.dll","50176","0x20","ARCHIVE","2019-12-07T09:08:07Z","2022-10-13T03:11:47Z","2019-12-07T09:08:07Z","Microsoft Corporation","MCI driver for cdaudio devices","10.0.19041.1 (WinBuild.160101.0800)","mcicda","&#169; Microsoft Corporation. All rights reserved.","mcicda.dll.mui","Microsoft&#174; Windows&#174; Operating System","10.0.19041.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","508dc29d0b7d5e4432595bc3573f96ea","70b649acae4f1db0bd306687f5033fc742414fe4","706eca5dbecb808f43ab95d2a49f10395a5b46847dfe7ccb7b86799b4e043c19"
"CrowdResponse","C:\Windows\system32\","mciqtz32.dll","44032","0x20","ARCHIVE","2019-12-07T09:09:47Z","2022-10-13T03:11:47Z","2019-12-07T09:09:47Z","Microsoft Corporation","DirectShow MCI Driver","10.0.19041.1 (WinBuild.160101.0800)","mciqtz32.dll","&#169; Microsoft Corporation. All rights reserved.","mciqtz32.dll.mui","Microsoft&#174; Windows&#174; Operating System","10.0.19041.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","d33ff4b6a41a38c16a11da4698c8f5a3","e5981bc83dfcc57b7fa370f3e04ba7ab8018aa6a","126e8840d720e6014a4aa188f73a7054fba81109833076b119b5b95e1a586761"
